R.U.T.,Entidad,Vigencia,URL Ficha,rut,nombre_razon_social,nombre_fantasia,vigencia,tipo_persona,numero_inscripcion,tipo_doc_nombramiento,nro_doc_nombramiento,fecha_doc_nombramiento,telefono,domicilio,comuna,ciudad,region,casilla,url_ficha
76805834-2,ALEMPARTE E HIJOS CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76805834&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOtAAK&control=svs&pestania=1,76805834-2,ALEMPARTE E HIJOS CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8387,Certificado,,2018-09-14,,"LOS CORRALES 1220, CASA 26, C",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76805834&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOtAAK&control=svs&pestania=1
76836850-3,ALEMPARTE Y COMPAÑIA CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76836850&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHoAAD&control=svs&pestania=1,76836850-3,ALEMPARTE Y COMPAÑIA CORREDORES DE SEGUROS LIMITADA,ALEMPARTE Y CIA.LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6507,Certificado,,2007-12-18,,CASTELLON 369,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76836850&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHoAAD&control=svs&pestania=1
76730413-7,ALFA BROKERS DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76730413&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO%2FAAB&control=svs&pestania=1,76730413-7,ALFA BROKERS DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8266,Certificado,,2018-01-29,,RODRIGO DE TRIANA 4276 DEPTO. 71,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76730413&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO%2FAAB&control=svs&pestania=1
76501820-K,"ALFREDO CRUZ PAROT, CORREDORES DE SEGUROS S.A.",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76501820&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHeAAI&control=svs&pestania=1,76501820-K,"ALFREDO CRUZ PAROT, CORREDORES DE SEGUROS S.A.",ALFREDO CRUZ S.A.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6277,Certificado,,2006-04-17,,AVENIDA PROVIDENCIA 1760 OFICINA 1503 .,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76501820&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHeAAI&control=svs&pestania=1
76226070-0,ALIANZA CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76226070&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGmAAK&control=svs&pestania=1,76226070-0,ALIANZA CORREDORES DE SEGUROS LIMITADA,ALIANZA LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6041,Certificado,,2005-03-16,,AV. MIGUEL CLARO 229,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76226070&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGmAAK&control=svs&pestania=1
76346604-3,ALIANZA VEGA & VASQUEZ CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76346604&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH1AAD&control=svs&pestania=1,76346604-3,ALIANZA VEGA & VASQUEZ CORREDORES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7493,Certificado,,2014-03-10,,NUEVA DOS 1047 VILLA LAS ROSAS,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76346604&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH1AAD&control=svs&pestania=1
77324666-1,ALKA CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77324666&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOmAAV&control=svs&pestania=1,77324666-1,ALKA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9098,Certificado,1445,2022-03-24,,"CORONEL PEREIRA 62, OFICINA 801",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77324666&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOmAAV&control=svs&pestania=1
77904918-3,ALLIANSS CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77904918&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPtAAI&control=svs&pestania=1,77904918-3,ALLIANSS CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9667,Certificado,,2024-06-04,,MARIANO EGAÑA 579,,CHILLAN,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77904918&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPtAAI&control=svs&pestania=1
77902495-4,ALPHA OHRU SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77902495&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPdAAG&control=svs&pestania=1,77902495-4,ALPHA OHRU SPA,ALPHA OHRU SPA,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9702,Certificado,,2024-07-10,,"PARCELA 41, LOTE A, CHILLEPIN",,COQUIMBO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77902495&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPdAAG&control=svs&pestania=1
76268685-6,ALPO CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76268685&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH6AAF&control=svs&pestania=1,76268685-6,ALPO CORREDORES DE SEGUROS LIMITADA,ALPO LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7363,Certificado,,2013-07-03,,AV. ALONSO DE CORDOVA 5870 OFICINA 418 PS 4,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76268685&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH6AAF&control=svs&pestania=1
76183135-6,ALTA FE CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76183135&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHvAAL&control=svs&pestania=1,76183135-6,ALTA FE CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7090,Certificado,,2012-02-02,,LA CONCEPCION 322 PISO 11,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76183135&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHvAAL&control=svs&pestania=1
76567835-8,ALTADIRECCION CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76567835&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOGAAe&control=svs&pestania=1,76567835-8,ALTADIRECCION CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7976,Certificado,,2016-07-14,,AV. PRESIDENTE KENNEDY 9070 OF. 1501,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76567835&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOGAAe&control=svs&pestania=1
76039509-9,ALTUM CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76039509&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHTAAE&control=svs&pestania=1,76039509-9,ALTUM CORREDORES DE SEGUROS LIMITADA,ALTUM LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6662,Certificado,,2009-01-15,,"ALONSO DE CORDOVA 5151, OFICINA 901",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76039509&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHTAAE&control=svs&pestania=1
76608227-0,ALTURA CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76608227&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOxAAB&control=svs&pestania=1,76608227-0,ALTURA CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8317,Certificado,,2018-05-24,,CALLAO 2970 OFICINA 511,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76608227&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOxAAB&control=svs&pestania=1
77549305-4,ALVAREZ Y ASOCIADOS CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77549305&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP1AAB&control=svs&pestania=1,77549305-4,ALVAREZ Y ASOCIADOS CORREDORES DE SEGUROS SPA,ALVAREZ & ASOCIADOS CORREDORES DE SEGURO,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9541,Certificado,,2023-10-12,,"SANTA TERESA DE LOS ANDS 189 CASA K, CONDOMINIO DON LUCIANO",,CONCEPCION,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77549305&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP1AAB&control=svs&pestania=1
76426288-3,ALVARO ROBERTO NUÑEZ VILLEGAS CORREDORA DE SEGUROS E.I.R.L.,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76426288&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH9AAL&control=svs&pestania=1,76426288-3,ALVARO ROBERTO NUÑEZ VILLEGAS CORREDORA DE SEGUROS E.I.R.L.,R&VCORREDORA DE SEGUROS E.I.R.L.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7657,Certificado,,2014-11-03,,JULIO PRADO 1590 DPTO. 803,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76426288&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH9AAL&control=svs&pestania=1
76769441-5,AMP CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76769441&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAA&control=svs&pestania=1,76769441-5,AMP CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8349,Certificado,,2018-07-06,,PRESIDENTE BATTLES Y ORDOÑEZ #4793,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76769441&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWO0AAA&control=svs&pestania=1
76766107-K,AMPM CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76766107&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOpAAB&control=svs&pestania=1,76766107-K,AMPM CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8291,Certificado,,2018-03-13,,LOS DIBUJANTES 1577,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76766107&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOpAAB&control=svs&pestania=1
77082700-0,"ANA MARIA TAGLE Y COMPAÑIA LIMITADA, CORREDORES DE SEGUROS",VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77082700&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF7AAp&control=svs&pestania=1,77082700-0,"ANA MARIA TAGLE Y COMPAÑIA LIMITADA, CORREDORES DE SEGUROS",ANA MARIA TAGLE Y CIA.LTDA.CORREDORES DE,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5215,Resolución,343,1998-11-16,,INDEPENDENCIA 550,,LINARES,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77082700&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF7AAp&control=svs&pestania=1
77967411-8,ANCLA CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77967411&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPpAAJ&control=svs&pestania=1,77967411-8,ANCLA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9863,Certificado,,2025-02-25,,"Estoril 200, oficina 526",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77967411&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPpAAJ&control=svs&pestania=1
77568823-8,ANCOR CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77568823&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOiAAh&control=svs&pestania=1,77568823-8,ANCOR CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9265,Certificado,,2022-10-12,,MERCED 286 OF. 101,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77568823&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOiAAh&control=svs&pestania=1
77683179-4,ANDERS & ASOCIADOS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77683179&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOjAAh&control=svs&pestania=1,77683179-4,ANDERS & ASOCIADOS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9437,Certificado,,2023-06-12,,IGNACIO SERRANO N° 539,,COYHAIQUE,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77683179&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOjAAh&control=svs&pestania=1
76316888-3,ANDRES DELANO CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76316888&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH8AAH&control=svs&pestania=1,76316888-3,ANDRES DELANO CORREDORES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7473,Certificado,,2014-01-22,,AV. PROVIDENCIA 1308 D4 5TO PISO,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76316888&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH8AAH&control=svs&pestania=1
77750410-K,ANDRES SCHMIDT Y COMPAÑIA LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77750410&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGWAAF&control=svs&pestania=1,77750410-K,ANDRES SCHMIDT Y COMPAÑIA LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5710,Certificado,,2002-07-31,,FREIRE NRO. 130 OF. 81,,PUERTO MONTT,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77750410&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAGWAAF&control=svs&pestania=1
76010766-2,ANDRES Y COMPAÑIA CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76010766&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHNAAa&control=svs&pestania=1,76010766-2,ANDRES Y COMPAÑIA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,6559,Certificado,,2008-05-26,,AVDA ELIODORO YANEZ 2972 OFICINA 213,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76010766&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHNAAa&control=svs&pestania=1
76131099-2,ANDUEZA PATRIMONIOS CORREDORA DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76131099&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH0AAX&control=svs&pestania=1,76131099-2,ANDUEZA PATRIMONIOS CORREDORA DE SEGUROS LIMITADA,ANDUEZA PATRIMONIOS LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7311,Certificado,,2013-04-24,,PADRE MARIANO181 OF. 301,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76131099&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAH0AAX&control=svs&pestania=1
93783000-9,AON RISK SERVICES (CHILE) CORREDORES DE SEGUROS LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=93783000&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFoAAh&control=svs&pestania=1,93783000-9,AON RISK SERVICES (CHILE) CORREDORES DE SEGUROS LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,793,Circular,150,1982-04-05,,"APOQUINDO 5950, PISO 11",,SANTIAGO,,228 CORREO 10 STGO.,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=93783000&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFoAAh&control=svs&pestania=1
85541200-4,AQUEVEQUE Y CIA. LTDA. PRODUCTORA DE SEGUROS,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85541200&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF2AAj&control=svs&pestania=1,85541200-4,AQUEVEQUE Y CIA. LTDA. PRODUCTORA DE SEGUROS,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,751,Circular,150,1982-04-05,,AVDA. CERRO COLORADO 5870 OF 103,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85541200&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF2AAj&control=svs&pestania=1
79847830-3,ARANCIBIA E HIJOS Y COMPAÑIA CORREDORES DE SEGUROS,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79847830&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAm&control=svs&pestania=1,79847830-3,ARANCIBIA E HIJOS Y COMPAÑIA CORREDORES DE SEGUROS,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3582,Resolución,183,1988-10-07,,JOSE MIGUEL CARRERA 960,,IQUIQUE,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79847830&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAm&control=svs&pestania=1
78031335-8,ARAYA CORREDORA DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78031335&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP2AAH&control=svs&pestania=1,78031335-8,ARAYA CORREDORA DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9828,Certificado,,2024-12-20,,CAMINO ANTIGUO A COIHUECO 2006,,CHILLAM,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78031335&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWP2AAH&control=svs&pestania=1
77374949-3,ARCOK CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77374949&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOuAAd&control=svs&pestania=1,77374949-3,ARCOK CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9133,Certificado,,2022-05-04,,PROVIDENCIA 1208 OF 1603,,SNTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77374949&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOuAAd&control=svs&pestania=1
77682370-8,ARTHUR J. GALLAGHER  CORREDORES DE SEGUROS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77682370&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHlAAb&control=svs&pestania=1,77682370-8,ARTHUR J. GALLAGHER CORREDORES DE SEGUROS SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,5654,Certificado,,2002-01-11,,AVDA. LIBERTAD 1405 OF. 1102,,VINA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77682370&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHlAAb&control=svs&pestania=1
76403883-5,ARTURO PERFETTI ASESORIAS INVERSIONES Y RIESGOS SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76403883&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPKAAI&control=svs&pestania=1,76403883-5,ARTURO PERFETTI ASESORIAS INVERSIONES Y RIESGOS SPA,NOTIENE,Corredor No Previs. Con Registro Vigente,Persona Jurídica,9759,Certificado,,2024-09-16,,SIENA N°351,,SAN VICENTE TAGUA TA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76403883&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWPKAAI&control=svs&pestania=1
76197118-2,ARTURO RICARDO FERNANDEZ CORDERO CORREDORES DE SEGUROS E.I.R.L.,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76197118&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHuAAK&control=svs&pestania=1,76197118-2,ARTURO RICARDO FERNANDEZ CORDERO CORREDORES DE SEGUROS E.I.R.L.,ITOM CORREDORES DE SEGUROS E.I.R.L.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,7107,Certificado,,2012-03-20,,AVENIDA SUECIA 150 DEPARTAMENTO 21,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76197118&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAHuAAK&control=svs&pestania=1
76731871-5,ASEGURA CORREDORES DE SEGURO SPA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76731871&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOXAAH&control=svs&pestania=1,76731871-5,ASEGURA CORREDORES DE SEGURO SPA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,8194,Certificado,,2017-08-31,,BADAJOZ 100 OF 502,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76731871&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAWOXAAH&control=svs&pestania=1
89437600-7,ASESORA DE SEGUROS HUELEN LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89437600&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF9AAS&control=svs&pestania=1,89437600-7,ASESORA DE SEGUROS HUELEN LIMITADA,HUELEN LTDA.,Corredor No Previs. Con Registro Vigente,Persona Jurídica,1908,Circular,334,1983-07-29,,AHUMADA 254 OFICINA 802,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89437600&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAF9AAS&control=svs&pestania=1
79770880-1,ASESORES DE SEGUROS CAYUL Y MARTINEZ LIMITADA,VI,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79770880&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAW&control=svs&pestania=1,79770880-1,ASESORES DE SEGUROS CAYUL Y MARTINEZ LIMITADA,,Corredor No Previs. Con Registro Vigente,Persona Jurídica,3616,Resolución,193,1988-11-11,,EDIF. PRALES PISO 6 DEP 605-C,,VALDIVIA,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79770880&grupo=&tipoentidad=CSJUR&vig=VI&row=AAAwU3AAWAAAAFnAAW&control=svs&pestania=1
